"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Maryland"	"24"	"1999"	"1999"	"< 1 year"	"1"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"< 1 year"	"1"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Maryland"	"24"	"1999"	"1999"	"< 1 year"	"1"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Maryland"	"24"	"1999"	"1999"	"< 1 year"	"1"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"< 1 year"	"1"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Maryland"	"24"	"1999"	"1999"	"< 1 year"	"1"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Maryland"	"24"	"1999"	"1999"	"1-4 years"	"1-4"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Maryland"	"24"	"1999"	"1999"	"1-4 years"	"1-4"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	23
	"Maryland"	"24"	"1999"	"1999"	"1-4 years"	"1-4"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Maryland"	"24"	"1999"	"1999"	"5-9 years"	"5-9"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"5-9 years"	"5-9"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Maryland"	"24"	"1999"	"1999"	"5-9 years"	"5-9"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	21
	"Maryland"	"24"	"1999"	"1999"	"5-9 years"	"5-9"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Maryland"	"24"	"1999"	"1999"	"10-14 years"	"10-14"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	18
	"Maryland"	"24"	"1999"	"1999"	"10-14 years"	"10-14"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"10-14 years"	"10-14"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Maryland"	"24"	"1999"	"1999"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	22
	"Maryland"	"24"	"1999"	"1999"	"15-19 years"	"15-19"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Maryland"	"24"	"1999"	"1999"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	16
	"Maryland"	"24"	"1999"	"1999"	"15-19 years"	"15-19"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Maryland"	"24"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Maryland"	"24"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	29
	"Maryland"	"24"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	16
	"Maryland"	"24"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	37
	"Maryland"	"24"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	27
	"Maryland"	"24"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	23
	"Maryland"	"24"	"1999"	"1999"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	88
	"Maryland"	"24"	"1999"	"1999"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Maryland"	"24"	"1999"	"1999"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	76
	"Maryland"	"24"	"1999"	"1999"	"30-34 years"	"30-34"	"Female"	"F"	"Black or African American"	"2054-5"	69
